v1,v2
ham,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL
ham,Aiyar hard 2 type. U later free then tell me then i call n scold n tell u.
ham,Awww dat is sweet! We can think of something to do he he! Have a nice time tonight ill probably txt u later cos im lonely :( xxx.
ham,I guess it is useless calling u 4 something important.
spam,Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU
ham,I keep ten rs in my shelf:) buy two egg.
ham,"I wasn't well babe, i have swollen glands at my throat ... What did you end up doing ?"
ham,Is ur changes 2 da report big? Cos i've already made changes 2 da previous report.
ham,"K, jason says he's gonna be around so I'll be up there around  &lt;#&gt;"
ham,Sorry . I will be able to get to you. See you in the morning.
ham,Aight well keep me informed
ham,Am only searching for good dual sim mobile pa.
ham,Dude got a haircut. Now its breezy up there
ham,i thought we were doing a king of the hill thing there.
ham,Nope i'll come online now..
ham,Boo what time u get out? U were supposed to take me shopping today. :(
ham,"Now u sound like manky scouse boy steve,like! I is travelling on da bus home.wot has u inmind 4 recreation dis eve?"
ham,"Fyi I'm taking a quick shower, be at epsilon in like  &lt;#&gt;  min"
ham,Yes when is the appt again?
ham,Just got outta class gonna go gym.
ham,ÌÏ all write or wat..
ham,Ha! I wouldn't say that I just didn't read anything into way u seemed. I don't like 2 be judgemental....i save that for fridays in the pub!
ham,Its a valentine game. . . send dis msg to all ur friends. . If 5 answers r d same then someone really loves u. . Ques- which colour suits me the best?
ham,Enjoy urself tmr...
ham,You still around? I could use a half-8th
ham,ÌÏ bot notes oredi... Cos i juz rem i got...
ham,Yes. Rent is very expensive so its the way we save.
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng"
ham,Hows the pain dear?y r u smiling?
ham,"Sorry, I can't help you on this."
ham,Great. So should i send you my account number.
ham,"HELLOGORGEOUS, HOWS U? MY FONE WAS ON CHARGE LST NITW WEN U TEXD ME. HOPEU AD A NICE WKEND AS IM SURE U DID LOOKIN 4WARD 2 C-IN U 2MRW LUV JAZ"
spam,"Our dating service has been asked 2 contact U by someone shy! CALL 09058091870 NOW all will be revealed. POBox84, M26 3UZ 150p"
ham,"Night sweet, sleep well! I've just been to see The Exorcism of Emily Rose and may never sleep again! Hugs and snogs! "
ham,"Don't Think About \What u Have Got\"" Think About \""How to Use It That You Have Got\"" gooD ni8"""
ham,"Evry Emotion dsn't hav Words.Evry Wish dsn't hav Prayrs.. If u Smile,D World is wit u.Othrwise even d Drop of Tear dsn't lik 2 Stay wit u.So b happy.. Good morning, keep smiling:-)"
ham,Ujhhhhhhh computer shipped out with address to sandiago and parantella lane. Wtf. Poop.
ham,Mm yes dear look how i am hugging you both. :-P
ham,I like dis sweater fr mango but no more my size already so irritating.
ham,1 I don't have her number and 2 its gonna be a massive pain in the ass and i'd rather not get involved if that's possible
spam,Do you want a new Video handset? 750 any time any network mins? UNLIMITED TEXT? Camcorder? Reply or Call now 08000930705 for del Sat AM
spam,"Ur balance is now å£600. Next question: Complete the landmark, Big, A. Bob, B. Barry or C. Ben ?. Text A, B or C to 83738. Good luck!"
ham,Me fine..absolutly fine
ham,K and you're sure I don't have to have consent forms to do it :V
spam,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy"
ham,How much is torch in 9ja.
ham,How are you. Just checking up on you
ham,Mathews or tait or edwards or anderson
ham,yeah sure thing mate haunt got all my stuff sorted but im going sound anyway promoting hex for .by the way who is this? dont know number. Joke
ham,No need lar i go engin? Cos my sis at arts today...
ham,Thanks honey but still haven't heard anything I will leave it a bit longer so not 2 crowd him and will try later - great advice thanks hope cardiff is still there!
ham,", im .. On the snowboarding trip. I was wondering if your planning to get everyone together befor we go..a meet and greet kind of affair? Cheers, "
ham,S.i'm watching it in live..
ham,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!"
ham,The greatest test of courage on earth is to bear defeat without losing heart....gn tc
spam,RECPT 1/3. You have ordered a Ringtone. Your order is being processed...
ham,"Only just got this message, not ignoring you. Yes, i was. Shopping that is"
ham,Dear :-/ why you mood off. I cant drive so i brother to drive
ham,When did dad get back.
ham,"Can you tell Shola to please go to college of medicine and visit the academic department, tell the academic secretary what the current situation is and ask if she can transfer there. She should ask someone to check Sagamu for the same thing and lautech. Its vital she completes her medical education in Nigeria. Its less expensive much less expensive. Unless she will be getting citizen rates in new zealand."
ham,Juz go google n search 4 qet...
ham,Many times we lose our best ones bcoz we are 
ham,"Sorry, I'll call later  &lt;#&gt; mins"
spam,"For your chance to WIN a FREE Bluetooth Headset then simply reply back with \ADP\"""""
ham,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.
ham,"Yeah I should be able to, I'll text you when I'm ready to meet up"
ham,V skint too but fancied few bevies.waz gona go meet &othrs in spoon but jst bin watchng planet earth&sofa is v comfey; If i dont make it hav gd night
ham,"When you get free, call me"
ham,How have your little darlings been so far this week? Need a coffee run tomo?Can't believe it's that time of week already Û_
ham,Ok i msg u b4 i leave my house.
ham,Update your face book status frequently :)
ham,Was it something u ate?
ham,Hey they r not watching movie tonight so i'll prob b home early...
ham,Yar lor... How u noe? U used dat route too?
ham,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?"
ham,Dear i am not denying your words please
ham,"2 celebrate my båÕday, y else?"
ham,Merry christmas to u too annie!
ham,"And that is the problem. You walk around in \julianaland\"" oblivious to what is going on around you. I say the same things constantly and they go in one ear and out the other while you go off doing whatever you want to do. It's not that you don't know why I'm upset--it's that you don't listen when i tell you WHAT is going to upset me. Then you want to be surprised when I'm mad."""
ham,I've told you everything will stop. Just dont let her get dehydrated.
ham,"Storming msg: Wen u lift d phne, u say \HELLO\"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? \""Margaret Hello\"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person"
ham,Aight should I just plan to come up later tonight?
ham,Die... I accidentally deleted e msg i suppose 2 put in e sim archive. Haiz... I so sad...
ham,This is wishing you a great day. Moji told me about your offer and as always i was speechless. You offer so easily to go to great lengths on my behalf and its stunning. My exam is next friday. After that i will keep in touch more. Sorry.
ham,"Sorry I flaked last night, shit's seriously goin down with my roommate, what you up to tonight?"
ham,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,"
ham,Much better now thanks lol
ham,"Nothing, smsing u n xy lor. Sorry lor da guys neva c u in person but they sort of know u lor. So u wan 2 meet them xy ask me 2 bring u along 4 our next meeting."
ham,Wa... U so efficient... Gee... Thanx...
ham,Oh :-)only 4 outside players allowed to play know
ham,I anything lor.
ham,Erutupalam thandiyachu
ham,have * good weekend.
ham,My computer just fried the only essential part we don't keep spares of because my fucking idiot roommates looovvve leaving the thing running on full  &lt;#&gt; /7
ham,Probably a couple hours tops
ham,"LOL .. *grins* .. I'm not babe, but thanks for thinking of me!"
ham,Man this bus is so so so slow. I think you're gonna get there before me
ham,"In case you wake up wondering where I am, I forgot I have to take care of something for grandma today, should be done before the parade"
spam,"Latest Nokia Mobile or iPOD MP3 Player +å£400 proze GUARANTEED! Reply with: WIN to 83355 now! Norcorp Ltd.å£1,50/Mtmsgrcvd18+"
ham,So wat's da decision?
ham,Wot is u up 2 then bitch?
ham,Stupid.its not possible
ham,She told to hr that he want posting in chennai:)because i'm working here:)
ham,Not able to do anything.
ham,ÌÏ takin linear algebra today?
ham,This weekend is fine (an excuse not to do too much decorating)
ham,"Sure, whenever you show the fuck up &gt;:("
ham,DO U WANT 2 MEET UP 2MORRO
ham,Actually I decided I was too hungry so I haven't left yet :V
spam,"I want some cock! My hubby's away, I need a real man 2 satisfy me. Txt WIFE to 89938 for no strings action. (Txt STOP 2 end, txt rec å£1.50ea. OTBox 731 LA1 7WS. )"
ham,HOW ARE U? I HAVE MISSED U! I HAVENT BEEN UP 2 MUCH A BIT BORED WITH THE HOLIDAY WANT 2 GO BAK 2 COLLEGE! SAD ISNT IT?xx
ham,"Hiya, probably coming home * weekend after next"
ham,I wish things were different. I wonder when i will be able to show you how much i value you. Pls continue the brisk walks no drugs without askin me please and find things to laugh about. I love you dearly.
ham,Ok both our days. So what are you making for dinner tonite? Am I invited?
spam,Gr8 new service - live sex video chat on your mob - see the sexiest dirtiest girls live on ur phone - 4 details text horny to 89070 to cancel send STOP to 89070
ham,Normally i use to drink more water daily:)
ham,Dare i ask... Any luck with sorting out the car?
ham,Hiya. How was last night? I've been naughty and bought myself clothes and very little ... Ready for more shopping tho! What kind of time do you wanna meet?
ham,Never y lei... I v lazy... Got wat? Dat day Ì_ send me da url cant work one...
ham,Never try alone to take the weight of a tear that comes out of ur heart and falls through ur eyes... Always remember a STUPID FRIEND is here to share... BSLVYL
ham,Hey mate. Spoke to the mag people. WeÛ÷re on.  the is deliver by the end of the month. Deliver on the 24th sept. Talk later. 
ham,"\Hey! do u fancy meetin me at 4 at cha åÐ hav a lil beverage on me. if not txt or ring me and we can meet up l8r. quite tired got in at 3 v.pist ;) love Pete x x x\"""""
ham,Great. Have a safe trip. Dont panic surrender all.
ham,"\SYMPTOMS\"" when U are in love: \""1.U like listening songs 2.U get stopped where u see the name of your beloved 3.U won't get angry when your"""
ham,Sun ah... Thk mayb can if dun have anythin on... Thk have to book e lesson... E pilates is at orchard mrt u noe hor...  
ham,Try to do something dear. You read something for exams
ham,Gettin rdy to ship comp
ham,PISS IS TALKING IS SOMEONE THAT REALISE U THAT POINT THIS AT IS IT.(NOW READ IT BACKWARDS)
ham,I'm awake oh. What's up.
ham,Good afternoon my boytoy. How goes that walking here and there day ? Did you get that police abstract? Are you still out and about? I wake and miss you babe
ham,How much u trying to get?
ham,"Come around  &lt;DECIMAL&gt; pm vikky..i'm otside nw, il come by tht time"
ham,Should i buy him a blackberry bold 2 or torch. Should i buy him new or used. Let me know. Plus are you saying i should buy the  &lt;#&gt; g wifi ipad. And what are you saying about the about the  &lt;#&gt; g?
ham,But you were together so you should be thinkin about him
ham,hiya hows it going in sunny africa? hope u r avin a good time. give that big old silver back a big kiss from me.
spam,Wanna have a laugh? Try CHIT-CHAT on your mobile now! Logon by txting the word: CHAT and send it to No: 8883 CM PO Box 4217 London W1A 6ZF 16+ 118p/msg rcvd
ham,\CHA QUITEAMUZING THATåÕSCOOL BABE
spam,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records"
ham,Noooooooo please. Last thing I need is stress. For once in your life be fair.
ham,"I'll see if I can swing by in a bit, got some things to take care of here firsg"
ham,I wanted to wish you a Happy New Year and I wanted to talk to you about some legal advice to do with when Gary and I split but in person. I'll make a trip to Ptbo for that. I hope everything is good with you babe and I love ya :)
ham,Have you not finished work yet or something?
ham,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow
ham,Right it wasnt you who phoned it was someone with a number like yours!
ham,It's ok i wun b angry. Msg u aft i come home tonight.
ham,I had a good time too. Its nice to do something a bit different with my weekends for a change. See ya soon
ham,Full heat pa:-) i have applyed oil pa.
ham,Hi did u decide wot 2 get 4 his bday if not ill prob jus get him a voucher frm virgin or sumfing 
ham,\Hey j! r u feeling any better
ham,And I don't plan on staying the night but I prolly won't be back til late
ham,"I need an 8th but I'm off campus atm, could I pick up in an hour or two?"
ham,Wat time Ì_ finish?
ham,Sorry da. I gone mad so many pending works what to do.
ham,How much you got for cleaning
ham,ÌÏ called dad oredi...
ham,"Sorry, I'll call later In meeting."
ham,They finally came to fix the ceiling.
ham,Jus finish blowing my hair. U finish dinner already?
ham,I'm on the bus. Love you
ham,Lol ... I knew that .... I saw him in the dollar store
spam,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed å£1000 cash or å£5000 prize!
spam,Todays Voda numbers ending with 7634 are selected to receive a å£350 reward. If you have a match please call 08712300220 quoting claim code 7684 standard rates apply.
ham,Only saturday and sunday holiday so its very difficult:)
ham,Everybody had fun this evening. Miss you.
ham,These won't do. Have to move on to morphine
ham,How come i din c Ì_... Yup i cut my hair...
ham,Oh ho. Is this the first time u use these type of words
ham,Captain vijaykanth is doing comedy in captain tv..he is drunken :)
ham,Of course. I guess god's just got me on hold right now.
ham,Are you planning to come chennai?
ham,"Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody."
ham,"Finally it has happened..! Aftr decades..! BEER is now cheaper than PETROL! The goverment expects us to \DRINK\"". . . But don't \""DRIVE \"""""
ham,Lol yes. But it will add some spice to your day.
ham,Hope you are having a great day.
ham,Our Prasanth ettans mother passed away last night. Just pray for her and family.
ham,"K, I'll work something out"
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08718738002 Identifier Code: 48922 Expires 21/11/04
ham,This message is from a great Doctor in India:-): 1) Do not drink APPY FIZZ. It contains Cancer causing age
ham,I cant pick the phone right now. Pls send a message
ham,Ladies first and genus second k .
ham,No. Yes please. Been swimming?
ham,Mum not going robinson already.
ham,Ok set let u noe e details later...
ham,Not..tel software name..
ham,I send the print  outs da.
ham,IM REALY SOZ IMAT MY MUMS 2NITE WHAT ABOUT 2MORO 
ham,"I didnt get ur full msg..sometext is missing, send it again"
spam,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. Ref:9280114"
ham,I'm leaving my house now.
spam,"Hi babe its Chloe, how r u? I was smashed on saturday night, it was great! How was your weekend? U been missing me? SP visionsms.com Text stop to stop 150p/text"
ham,Wewa is 130. Iriver 255. All 128 mb.
ham,It is a good thing I'm now getting the connection to bw
ham,"That's cool he'll be here all night, lemme know when you're around"
ham,Are you staying in town ?
ham,"Haha yeah, 2 oz is kind of a shitload"
ham,Ok u can take me shopping when u get paid =D
ham,"Alright we'll bring it to you, see you in like  &lt;#&gt;  mins"
ham,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas
ham,Don no da:)whats you plan?
ham,Yes fine 
ham,I liked the new mobile
ham,Mmmmmmm *snuggles into you* ...*deep contented sigh* ... *whispers* ... I fucking love you so much I can barely stand it ...
ham,Yar but they say got some error.
ham,Hey anyway i have to :-)
ham,Wow so healthy. Old airport rd lor. Cant thk of anything else. But i'll b bathing my dog later.
ham,"Haha awesome, I might need to take you up on that, what you doin tonight?"
ham,Ya i knw u vl giv..its ok thanks kano..anyway enjoy wit ur family wit 1st salary..:-);-)
ham,Huh so slow i tot u reach long ago liao... U 2 more days only i 4 more leh...
ham,Thats cool princess! I will cover your face in hot sticky cum :)
ham,Big brotherÛ÷s really scraped the barrel with this shower of social misfits
ham,S:)8 min to go for lunch:)
ham,"Hey. What happened? U switch off ur cell d whole day. This isnt good. Now if u do care, give me a call tomorrow."
ham,"Aiyo... Her lesson so early... I'm still sleepin, haha... Okie, u go home liao den confirm w me lor..."
ham,Forgot to tell Ì_ smth.. Can Ì_ like number the sections so that it's clearer..
ham,"Yup. Anything lor, if u dun wan it's ok..."
spam,"FREE GAME. Get Rayman Golf 4 FREE from the O2 Games Arcade. 1st get UR games settings. Reply POST, then save & activ8. Press 0 key for Arcade. Termsapply"
spam,"Had your mobile 10 mths? Update to the latest Camera/Video phones for FREE. KEEP UR SAME NUMBER, Get extra free mins/texts. Text YES for a call"
ham,I (Career Tel) have added u as a contact on INDYAROCKS.COM to send FREE SMS. To remove from phonebook - sms NO to  &lt;#&gt;
ham,I've reached already.
ham,I dont know ask to my brother. Nothing problem some thing that. Just i told .
ham,K:)eng rocking in ashes:)
ham,Good Morning my Dear Shijutta........... Have a great &amp; successful day.
spam,Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase
ham,Oh k:)after that placement there ah?
ham,"Not for possession, especially not first offense"
ham,We have pizza if u want
ham,"\Thinking of u ;) x\"""""
ham,The beauty of life is in next second.. which hides thousands of secrets. I wish every second will be wonderful in ur life...!! gud n8
spam,Your weekly Cool-Mob tones are ready to download !This weeks new Tones include: 1) Crazy Frog-AXEL F>>> 2) Akon-Lonely>>> 3) Black Eyed-Dont P >>>More info in n
ham,Ok lor... Or u wan me go look 4 u?
ham,Don't make life too stressfull.. Always find time to Laugh.. It may not add years to your Life! But surely adds more life to ur years!! Gud ni8..swt dreams..
ham,"hey, looks like I was wrong and one of the kappa guys numbers is still on my phone, if you want I can text him and see if he's around"
spam,URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm
spam,Thanks 4 your continued support Your question this week will enter u in2 our draw 4 å£100 cash. Name the NEW US President? txt ans to 80082
ham,I'm home. Doc gave me pain meds says everything is fine.
ham,Me too! Have a lovely night xxx
ham,Whens your radio show?
ham,watever reLation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot memories! feeling..
ham,CHEERS LOU! YEAH WAS A GOODNITE SHAME U NEVA CAME! C YA GAILxx
ham,Hi..i got the money da:)
ham,"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com"
ham,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas"
ham,Quite lor. But dun tell him wait he get complacent...
ham,Yup... Hey then one day on fri we can ask miwa and jiayin take leave go karaoke 
ham,Holy living christ what is taking you so long
ham,ÌÏ thk of wat to eat tonight.
ham,"Thanx. Yup we coming back on sun. Finish dinner going back 2 hotel now. Time flies, we're tog 4 exactly a mth today. Hope we'll haf many more mths to come..."
ham,Send me your resume:-)
ham,Sorry that was my uncle. I.ll keep in touch
ham,Saw Guys and Dolls last night with Patrick Swayze it was great
spam,Santa calling! Would your little ones like a call from Santa Xmas Eve? Call 09077818151 to book you time. Calls1.50ppm last 3mins 30s T&C www.santacalling.com
ham,Just come home. I don't want u to be miserable
ham,"The guy at the car shop who was flirting with me got my phone number from the paperwork and called and texted me. I'm nervous because of course now he may have my address. Should i call his boss and tell him, knowing this may get him fired?"
ham,Reverse is cheating. That is not mathematics.
ham,Sorry for the delay. Yes masters
ham,E admin building there? I might b slightly earlier... I'll call u when i'm reaching...
ham,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear
ham,Anything is valuable in only 2 situations: First- Before getting it... Second- After loosing it...
ham,Me too. Mark is taking forever to pick up my prescription and the pain is coming back.
ham,How's ur paper?
ham,Got smaller capacity one? Quite ex...
ham,Not thought bout it... || Drink in tap & spile at seven. || Is that pub on gas st off broad st by canal. || Ok?
ham,I am going to sleep. I am tired of travel.
ham,"Haha, just what I was thinkin"
ham,Yup but it's not giving me problems now so mayb i'll jus leave it...
ham,Lol no. Just trying to make your day a little more interesting
ham,"How long before you get reply, just defer admission til next semester"
ham,Po de :-):):-):-):-). No need job aha.
ham,All boys made fun of me today. Ok i have no problem. I just sent one message just for fun
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203652 Identifier Code: 42810 Expires 29/10/0
ham,"Hmmm.... Mayb can try e shoppin area one, but forgot e name of hotel..."
ham,I need details about that online job.
ham,Missing you too.pray inshah allah
ham,Pls help me tell Ashley that i cant find her number oh
ham,I am in escape theatre now. . Going to watch KAVALAN in a few minutes
ham,S.this will increase the chance of winning.
ham,I liked your new house
ham,"Also north carolina and texas atm, you would just go to the gre site and pay for the test results to be sent."
ham,yes baby! I need to stretch open your pussy!
ham,Thanks  and ! Or bomb and date as my phone wanted to say! 
ham,"\Response\"" is one of d powerful weapon 2 occupy a place in others 'HEART'... So"
spam,Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!
ham,Sorry da..today i wont come to play..i have driving clas..
ham,I'm really sorry I lit your hair on fire
ham,"Oh! Shit, I thought that was your trip! Loooooool ... That just makes SO much more sense now ... *grins* and the sofa reference was ... The \sleep on a couch\"" link you sent me ... Wasn't that how you went on your trip ? Oh ... And didn't your babe go with you for that celebration with your rents?"""
ham,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?"
ham,1. Tension face 2. Smiling face 3. Waste face 4. Innocent face 5.Terror face 6.Cruel face 7.Romantic face 8.Lovable face 9.decent face  &lt;#&gt; .joker face.
ham,Hi dis is yijue i would be happy to work wif Ì_ all for gek1510...
spam,lyricalladie(21/F) is inviting you to be her friend. Reply YES-910 or NO-910. See her: www.SMS.ac/u/hmmross STOP? Send STOP FRND to 62468
ham,alright tyler's got a minor crisis and has to be home sooner than he thought so be here asap
ham,For many things its an antibiotic and it can be used for chest abdomen and gynae infections even bone infections.
ham,Poor girl can't go one day lmao
ham,You have to pls make a note of all she.s exposed to. Also find out from her school if anyone else was vomiting. Is there a dog or cat in the house? Let me know later.
ham,Sounds like there could be a lot of time spent in that chastity device boy ... *grins* ... Or take your beatings like a good dog. Going to lounge in a nice long bath now ?
ham,2 and half years i missed your friendship:-)
ham,"Haha, that was the first person I was gonna ask"
ham,Taka lor. Wat time u wan 2 come n look 4 us?
spam,* FREE* POLYPHONIC RINGTONE Text SUPER to 87131 to get your FREE POLY TONE of the week now! 16 SN PoBox202 NR31 7ZS subscription 450pw
ham,"\I;m reaching in another 2 stops.\"""""
ham,Then anything special?
ham,"I'm in solihull, | do you want anything?"
ham,WE REGRET TO INFORM U THAT THE NHS HAS MADE A MISTAKE.U WERE NEVER ACTUALLY BORN.PLEASE REPORT 2 YOR LOCAL HOSPITAL 2B TERMINATED.WE R SORRY 4 THE INCONVENIENCE
ham,Sitting in mu waiting for everyone to get out of my suite so I can take a shower
ham,Re your call; You didn't see my facebook huh?
ham,We can go 4 e normal pilates after our intro...  
ham,"Oh yes, why is it like torture watching england?"
ham,Just hopeing that wasnÛ÷t too pissed up to remember and has gone off to his sisters or something!
spam,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!"
spam,"Hi, the SEXYCHAT girls are waiting for you to text them. Text now for a great night chatting. send STOP to stop this service"
ham,Match started.india  &lt;#&gt;  for 2
ham,K..k.:)congratulation ..
ham,G wants to know where the fuck you are
ham,No it was cancelled yeah baby! Well that sounds important so i understand my darlin give me a ring later on this fone love Kate x
ham,Tomarrow i want to got to court. At  &lt;DECIMAL&gt; . So you come to bus stand at 9.
ham,ÌÏ go home liao? Ask dad to pick me up at 6...
ham,Check mail.i have mailed varma and kept copy to you regarding membership.take care.insha allah.
ham,Wrong phone! This phone! I answer this one but assume the other is people i don't well
spam,Great News! Call FREEFONE 08006344447 to claim your guaranteed å£1000 CASH or å£2000 gift. Speak to a live operator NOW!
ham,U coming back 4 dinner rite? Dad ask me so i re confirm wif u...
ham,"Ahhhh...just woken up!had a bad dream about u tho,so i dont like u right now :) i didnt know anything about comedy night but i guess im up for it."
ham,I'm vivek:)i got call from your number.
ham,I want  &lt;#&gt;  rs da:)do you have it?
spam,Dear Voucher holder Have your next meal on us. Use the following link on your pc 2 enjoy a 2 4 1 dining experiencehttp://www.vouch4me.com/etlp/dining.asp
ham,I'm fine. Hope you are good. Do take care.
ham,Aiyo u so poor thing... Then u dun wan 2 eat? U bathe already?
ham,Yar... I tot u knew dis would happen long ago already.
ham,"A boy was late 2 home. His father: \POWER OF FRNDSHIP\"""""
ham,Spending new years with my brother and his family. Lets plan to meet next week. Are you ready to be spoiled? :)
ham,So what u doing today?
ham,Slept? I thinkThis time ( &lt;#&gt;  pm) is not dangerous
ham,Networking job is there.
ham,Dont let studying stress you out. L8r.
ham,No rushing. I'm not working. I'm in school so if we rush we go hungry.
ham,"We made it! Eta at taunton is 12:30 as planned, hope thatÛ÷s still okday?! Good to see you! :-xx"
ham,I'm hungry buy smth home...
ham,\HEY KATE
ham,My drive can only be read. I need to write
ham,"Just looked it up and addie goes back Monday, sucks to be her"
ham,Happy new year. Hope you are having a good semester
ham,Esplanade lor. Where else...
ham,Well its not like you actually called someone a punto. That woulda been worse.
spam,CDs 4u: Congratulations ur awarded å£500 of CD gift vouchers or å£125 gift guaranteed & Freeentry 2 å£100 wkly draw xt MUSIC to 87066 TnCs www.ldew.com1win150ppmx3age16 
ham,There's someone here that has a year  &lt;#&gt;  toyota camry like mr olayiwola's own. Mileage is  &lt;#&gt; k.its clean but i need to know how much will it sell for. If i can raise the dough for it how soon after landing will it sell. Holla back.
ham,ILL B DOWN SOON
ham,Oh k. . I will come tomorrow
ham,Go fool dont cheat others ok
spam,You have WON a guaranteed å£1000 cash or a å£2000 prize. To claim yr prize call our customer service representative on 08714712412 between 10am-7pm Cost 10p
ham,U attend ur driving lesson how many times a wk n which day?
ham,Hello boytoy ! Geeee ... I'm missing you today. I like to send you a tm and remind you I'm thinking of you ... And you are loved ... *loving kiss*
spam,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs
ham,Babe ! What are you doing ? Where are you ? Who are you talking to ? Do you think of me ? Are you being a good boy? Are you missing me? Do you love me ?
ham,Great! How is the office today?
ham,"It's cool, we can last a little while. Getting more any time soon?"
ham,Yes its possible but dint try. Pls dont tell to any one k
ham,I was gonna ask you lol but i think its at 7
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/meg. CC: 08718720201 HG/Suite342/2lands Row/W1j6HL
ham,Is there coming friday is leave for pongal?do you get any news from your work place.
ham,Hey... Very inconvenient for your sis a not huh?
ham,Ok i vl..do u know i got adsense approved..
ham,"* Was really good to see you the other day dudette, been missing you!"
ham,I want to go to perumbavoor
ham,How many times i told in the stage all use to laugh. You not listen aha.
ham,(You didn't hear it from me)
ham,Thanks for being there for me just to talk to on saturday. You are very dear to me. I cherish having you as a brother and role model.
ham,Pls clarify back if an open return ticket that i have can be preponed for me to go back to kerala.
spam,Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9 STOP? Send STOP FRND to 62468
ham,She ran off with a younger man. we will make pretty babies together :)
spam,Jamster! To get your free wallpaper text HEART to 88888 now! T&C apply. 16 only. Need Help? Call 08701213186.
ham,O ic lol. Should play 9 doors sometime yo
ham,"Dunno, my dad said he coming home 2 bring us out 4 lunch. Yup i go w u lor. I call u when i reach school lor..."
ham,Desires- u going to doctor 4 liver. And get a bit stylish. Get ur hair managed. Thats it.
ham,Hmmm.still we dont have opener?
ham,I will vote for wherever my heart guides me
ham,Lmao you know me so well...
spam,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56
ham,Am on a train back from northampton so i'm afraid not! I'm staying skyving off today ho ho! Will be around wednesday though. Do you fancy the comedy club this week by the way?
ham,Goodnight da thangam I really miss u dear.
ham,Hey next sun 1030 there's a basic yoga course... at bugis... We can go for that... Pilates intro next sat.... Tell me what time you r free
ham,"Geeeee ... Your internet is really bad today, eh ?"
spam,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674
ham,"Sorry, I'll call you  later. I am in meeting sir."
ham,Havent stuck at orchard in my dad's car. Going 4 dinner now. U leh? So r they free tonight?
ham,I dunno lei... Like dun haf...
